title,year,authors,journal,cited_by,link,classifier_confidence,replicated_paper,method_description,result_description
"How economic success shapes redistribution: The role of self-serving beliefs, in-group bias and justice principles",2021,M Hainguerlot,"C Dorin, M Hainguerlot, H Huber-Yahi… - … and Decision Making, 2021 - cambridge.org",6,https://www.cambridge.org/core/journals/judgment-and-decision-making/article/how-economic-success-shapes-redistribution-the-role-of-selfserving-beliefs-ingroup-bias-and-justice-principles/6C8A25B2CAE2C285B0992091541E14F8,low,"Amasino et al. (2023): ""Self-serving bias in redistribution choices: Accounting for beliefs an""",Method not specified in abstract,Result not specified in abstract
Do pharmaceutical prices rise anticipating branded competition?,2021,"AM Ellyson, A Basu","AM Ellyson, A Basu - Health Economics, 2021 - Wiley Online Library",6,https://onlinelibrary.wiley.com/doi/abs/10.1002/hec.4248,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Development effects of electrification in Brazil–A comment on Lipscomb et al.(2013),2021,"G Bensch, J Ankel-Peters, C Vance","G Bensch, J Ankel-Peters, C Vance - 2021 - papers.ssrn.com",6,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3980178,high,Not identifiable from abstract,"… replication in 2017, we did not have the raw data to replicate … Even though this replication could therefore not include a full",directional effect found
Contracts as reference points: a replication,2021,"S Hippel, S Hoeppner","S Hippel, S Hoeppner - International Review of Law and Economics, 2021 - Elsevier",5,https://www.sciencedirect.com/science/article/pii/S0144818820301861,high,"Hart et al. (2008): ""Contracts as Reference Points""",Method not specified in abstract,Result not specified in abstract
Reevaluating the prudence of economic forecasts in the EU: The role of instrument persistence,2021,,"M Demetrescu, C Roling… - Journal of Applied …, 2021 - Wiley Online Library",5,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2801,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Implementing convex optimization in R: two econometric examples,2021,"Z Gao, Z Shi","Z Gao, Z Shi - Computational Economics, 2021 - Springer",5,https://link.springer.com/article/10.1007/s10614-020-09995-z,high,"Su et al. (2016): ""Identifying latent structures in panel data""; Shi & Z. (2016): ""Econometric estimation with high-dimensional moment equalities""; Koenker et al. (2014): ""Convex optimization in R""",Method not specified in abstract,… We replicate the classification results by Rmosek and compare the accuracy and speed to CVX
Sensitivity of numerate individuals to large asymmetry in outcomes: A registered replication of Traczyk et al.(2018),2021,S Mondal,"S Mondal - Decyzje, 2021 - ceeol.com",4,https://www.ceeol.com/search/article-detail?id=1014711,high,Traczyk et al. (2018),Method not specified in abstract,not fully replicated; successfully replicates
Replicating the Dow Jones Industrial Average,2021,"JB Shoven, C Sialm","J Lin, GC Selden, JB Shoven, C Sialm - 2021 - nber.org",4,https://www.nber.org/papers/w28528,high,"Shoven et al. (2019): ""The Dow Jones Industrial Average: A Historical Perspective""",Method not specified in abstract,significance noted; effect significance noted
Mr. Keynes and the “Classics”; A Suggested Reinterpretation,2021,"GB Eggertsson, C Petracchi","GB Eggertsson, C Petracchi - 2021 - nber.org",4,https://www.nber.org/papers/w29158,low,"Hicks & John (1937): ""Mr. Keynes and the 'Classics': A Suggested Reinterpretation""; Lucas & E. (1976): ""Econometric Policy Evaluation: A Critique""; Sargent & J. (1982): ""The Ends of Four Big Inflations""",more recent data,effect significance noted
Dollar-cost averaging versus lump-sum-investing: Evidence from sweden,2021,,"L Eriksson, P Fransson - 2021 - diva-portal.org",4,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1525359,low,"Leggio et al. (2001): ""Dollar-Cost Averaging vs. Lump-Sum Investing: A Simulation""",Method not specified in abstract,"In line with Leggio and Lien (2001), whom we replicate, our results indicate LSI being a superior strategy for both mean-variance and loss-averse inve"
The efficacy of measuring judicial ideal points: The mis-analogy of IRTs,2021,"MD McCubbins, KM Renberg","JY Lerner, MD McCubbins, KM Renberg - … Review of Law and Economics, 2021 - Elsevier",4,https://www.sciencedirect.com/science/article/pii/S0144818821000442,high,"Martin et al. (2002): ""Dynamic Ideal Point Estimation via Markov Chain Monte Carlo for the U.""",Method not specified in abstract,Result not specified in abstract
A Replication of “The Robust Relationship between Taxes and US State Income Growth” (National Tax Journal 2008),2021,"KS Conway, JC Rork","B Brewer, KS Conway, JC Rork - Public Finance Review, 2021 - journals.sagepub.com",3,https://journals.sagepub.com/doi/abs/10.1177/10911421211016406,high,"Reed et al. (2008): ""The Robust Relationship between Taxes and US State Income Growth""",Method not specified in abstract,Result not specified in abstract
Stereotypes concerns and discreet existence of differences between men and women in risk-aversion–a replication study,2021,"M Adamus, M Grežo","M Adamus, M Grežo, K Dudeková - Studia Psychologica, 2021 - journals.savba.sk",3,https://journals.savba.sk/index.php/studiapsychologica/article/view/176,high,"Carr et al. (2010): ""Stereotype threat affects financial decision-making""","In general, the study found no differences between men and women in risk aversion and did not replicate the original effect of ste",replicates and extends original; extends original findings
US presidential election polls and the economic prospects of China and Mexico,2021,H Kim,"H Kim, MH Kim - Applied Economics, 2021 - Taylor & Francis",3,https://www.tandfonline.com/doi/abs/10.1080/00036846.2021.1937501,high,Not identifiable from abstract,Method not specified in abstract,"… For this purpose, we replicate the model of Beard, Kim, and Stern (Citation2017) to estimate the IRFs of Mexico-related variables to the Trump shock"
Escalation of commitment is independent of numeracy and cognitive reflection. Failed replication and extension of Staw (1976),2021,"M Białek, EA Meyers","M Białek, M Węgrzyn, EA Meyers - Economics and Business Review, 2021 - ceeol.com",2,https://www.ceeol.com/search/article-detail?id=1101811,high,"Staw & M. (1976): ""Knee-deep in the big muddy: A study of escalating commitment to a chos""",Method not specified in abstract,Result not specified in abstract
Predicting Student Dropout: A Replication Study Based on Neural Networks,2021,BU Wigger,"J Buchhorn, BU Wigger - 2021 - papers.ssrn.com",2,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3929194,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Replicating the CSR-Advertising-Effectiveness Model: Do Consumers' Attitudes Towards Corporate Socially Responsible Behavior in the Pharmaceutical Industry …,2021,"I Koinig, S Diehl, B Mueller","I Koinig, S Diehl, B Mueller - Advances in Advertising Research (Vol. XI) …, 2021 - Springer",2,https://link.springer.com/chapter/10.1007/978-3-658-32201-4_21,high,"Koinig et al. (2017): ""Are pharmaceutical ads affording consumers a greater say in their heal""; Koinig et al. (2018): ""Exploring antecedents of attitudes and skepticism towards pharmaceutic""",Method not specified in abstract,Result not specified in abstract
Stolen Dreams or Collateral Damage: Climate and Economic Growth in Time of Covid-19,2021,"H Abdel-Latif, H Abou-Ali, Y Abdelfatah","H Abdel-Latif, H Abou-Ali, Y Abdelfatah… - … and Economic …, 2021 - papers.ssrn.com",2,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3875810,medium,Not identifiable from abstract,Method not specified in abstract,"… -specific VARX models, we replicate the above IRFs for climate and economic growth shocks"
Electoral Rules and Corruption,2021,"G Xezonakis, S Dawson","G Xezonakis, S Dawson - The oxford handbook of the quality of …, 2021 - books.google.com",2,https://books.google.com/books?hl=en&lr=&id=Nbo0EAAAQBAJ&oi=fnd&pg=PA309&dq=replicated+economics&ots=xKNjSXJl-F&sig=LAmbloGxoMcKPux1M-QMhzLZgWU,medium,Following Smets and Van Ham (2013); Van Ham (2013),"… Following Smets and Van Ham (2013), we replicate our analysis focusing only on papers … design, this study does not focus on res","… Following Smets and Van Ham (2013), we replicate our analysis focusing only on papers … design, this study does not focus on research that traces ef"
The common-interest game between terrorists and the media: replication and extension,2021,H Sonnabend,"Y Akil, H Sonnabend - Empirical Economics, 2021 - Springer",1,https://link.springer.com/article/10.1007/s00181-019-01799-x,high,"Rohner et al. (2007): ""Blood and ink! the common-interest-game between terrorists and the med""",Method not specified in abstract,replicates and extends original
The impact of procedural and distributive justice on satisfaction and manufacturing performance: a replication of Lindquist (1995) with a focus on the importance of …,2021,"TM Lindquist, A Rausch","TM Lindquist, A Rausch - Journal of Management Control, 2021 - Springer",1,https://link.springer.com/article/10.1007/s00187-021-00318-3,high,"Lindquist & T. (1995): ""The impact of procedural and distributive justice on satisfaction and """,Method not specified in abstract,Result not specified in abstract
"A Replication of “Weathering Corruption” ( Journal of Law and Economics, 2008)",2021,"A Cordis, J Milyo","A Cordis, J Milyo - Public Finance Review, 2021 - journals.sagepub.com",1,https://journals.sagepub.com/doi/abs/10.1177/10911421211028835,high,"D. M. G. D. D. M. D. D. M. (2008): ""Weathering Corruption""",Method not specified in abstract,Result not specified in abstract
Social Distancing in 1918 Did Not Predict Suicide Rates in 43 Large Cities: A Replication and Rebuttal,2021,HG Gaddy,HG Gaddy - 2021 - scholar.archive.org,1,https://scholar.archive.org/work/an3aoj2mgnh4dfhpkjnxsgk45q/access/wayback/https://files.osf.io/v1/resources/8pc3m/providers/osfstorage/60fb9fa30c4cba003bbcc757?action=download&direct&version=1,high,Not identifiable from abstract,uses original data/code,Result not specified in abstract
Housework Gender Gap: Replicating the Analysis by Racialised Groups in Canada,2021,"K Kolpashnikova, MY Kan","K Kolpashnikova, MY Kan - Available at SSRN 3800421, 2021 - papers.ssrn.com",1,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3800421,high,"Guppy et al. (2000): ""Economic dependence, gender, and the division of labor in the home""",Method not specified in abstract,Result not specified in abstract
Replication Data for: The Effect of Austerity Packages on Government Popularity during the Great Recession,2021,"B Bremer, H Kriesi, C Wang","A Bojar, B Bremer, H Kriesi, C Wang - 2021 - pure.mpg.de",1,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_3378283,high,"Bojar et al. (2021): ""The Effect of Austerity Packages on Government Popularity During the G""",Method not specified in abstract,Result not specified in abstract
