row_index,title,year,authors,journal,cited_by,link,is_replication,confidence,reasoning
1145,Measuring Earnings Through Performance: A Replication of the Return to Skill of PGA Tour Golfers,2020,,"CA Collins - Major Themes in Economics, 2020 - scholarworks.uni.edu",0,https://scholarworks.uni.edu/mtie/vol22/iss1/4/,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=4)"
1146,Two-Stage Least Squares Random Forests with a Replication of Angrist and Evans (1998),2020,"P Kugler, M Biewen","P Kugler, M Biewen - 2020 - econstor.eu",0,https://www.econstor.eu/handle/10419/224538,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1147,The Influence of Perceived Temperature on Product Evaluations: A Replication Study,2020,,"JHW de Wit, B Adams - 2020 - arno.uvt.nl",0,http://arno.uvt.nl/show.cgi?fid=151601,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1148,"Replication of a Research Claim from Kollmeyer (2009), from American Journal of Sociology",2020,AL Abatayo,"AC Limnios, A Soh, A Tyner, AL Abatayo, Z Loomas… - 2020 - osf.io",0,https://osf.io/85ubc/resources,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1149,Trade and the Size of Government Revisited,2020,,"O Haislip - Essays on Government Growth: Political Institutions …, 2020 - Springer",0,https://link.springer.com/chapter/10.1007/978-3-030-55081-3_8,False,high,No replication signals found in title or abstract.
1150,"Replication of Lu, Zhu, & Chang's (2015) 3G Hypothesis",2020,"İ Göz, HG Bahçekapili, B Dogruyol","O Yilmaz, İ Göz, HG Bahçekapili, B Dogruyol - 2020 - osf.io",0,https://osf.io/9my35/resources,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1151,"Replication Data for: Populist psychology: economics, culture, and emotions",2020,"M Rhodes-Purdy, S Utych, R Navarre","M Rhodes-Purdy, S Utych, R Navarre - 2020 - open.clemson.edu",0,https://open.clemson.edu/all_data/965/,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
1152,Economic gender equality and objectification (replication with UK samples),2020,S Loughnan,"L Xiao, S Loughnan, F Wang - 2020 - osf.io",0,https://osf.io/j2wgb/resources,False,high,No replication signals found in title or abstract.
1153,"Associations Between Young Adult Smoking, Vaping, and COVID-19: A Replication and Extension",2020,DS Kenkel,DS Kenkel - 2020 - osf.io,0,https://osf.io/a2gpk/resources,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=1)"
1154,"… quality, scholarly productivity and citation impact of UK academic psychologists and clustering of UK universities into groupings: A replication and extension study.",2020,"G Saxena, P Allen","G Saxena, K Lai, P Allen - 2020 - osf.io",0,https://osf.io/sypnf/resources,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1155,Replication Data For: The Impact of School Finance Reforms on Local Tax Revenues,2020,"P Blair, K Whaley","P Bayer, P Blair, K Whaley - 2020 - tigerprints.clemson.edu",0,https://tigerprints.clemson.edu/all_data/943/,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
1156,How long does it take until the positive effects of structural reforms do materialize?,2020,,J Hanzal - 2020 - dspace.cuni.cz,0,https://dspace.cuni.cz/handle/20.500.11956/117672,False,high,No replication signals found in title or abstract.
1157,… community moderates individual suicide risks. While analyses from this new Multilevel Suicide Data for the United States (MSD-US) replicate several individual and …,2020,"BA Pescosolido, B Lee","BA Pescosolido, B Lee, K Kafadar - Proceedings of the National …, 2020 - ideas.repec.org",0,https://ideas.repec.org/a/nas/journl/v117y2020p26170-26175.html,False,high,No replication signals found in title or abstract.
1158,Mr John Hann,2020,,"D Way, P Officer - 2020 - ipcn.nsw.gov.au",0,https://www.ipcn.nsw.gov.au/sites/default/files/pac/projects/2020/03/vickery-extension-project/comments/200618-boggabri-farming-and-community-group.pdf,True,high,Abstract has strong replication signal. (a_strong=1)
1159,"Reply to “A Replication of “Sorting through Global Corruption Determinants: Institutions and Education Matter— Not Culture” (World Development, 2018)”",2020,"M Jetter, CF Parmeter","M Jetter, CF Parmeter - Public Finance Review, 2020 - journals.sagepub.com",0,https://journals.sagepub.com/doi/abs/10.1177/1091142120921851,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1160,Panel Data Replication Project,2020,,"A Boomer, J Pichelmann, L Poll - 2020 - aboomer07.github.io",0,https://aboomer07.github.io/assets/ProjectFiles/ConflictPredict.pdf,False,high,"Excluded: non-social-science use of ""replication"" (computing/biology/finance)."
1161,"WIDER Working Paper 2019/102-Will urbanization raise social mobility in the South, replicating the economic history of the West?",2020,E Rains,"E Rains, A Krishna - 2020 - policycommons.net",0,https://policycommons.net/artifacts/1928267/wider-working-paper-2019102/2680037/,True,low,"Weak evidence: strong signal competes with negative signal. (a_strong=1, a_neg=1)"
1162,The relationship between tourism and economic growth among BRICS countries: a panel cointegration analysis,2021,"H Rasool, S Maqbool, M Tarique","H Rasool, S Maqbool, M Tarique - Future Business Journal, 2021 - Springer",404,https://link.springer.com/article/10.1186/s43093-020-00048-3,False,high,No replication signals found in title or abstract.
1163,Open source cross-sectional asset pricing,2021,"AY Chen, T Zimmermann","AY Chen, T Zimmermann - 2021 - papers.ssrn.com",394,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3875093,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
1164,Automated linking of historical data,2021,"R Abramitzky, L Boustan, K Eriksson","R Abramitzky, L Boustan, K Eriksson… - Journal of Economic …, 2021 - aeaweb.org",366,https://www.aeaweb.org/articles?id=10.1257/jel.20201599,False,high,No replication signals found in title or abstract.
1165,Testing the waters: Behavior across participant pools,2021,"E Snowberg, L Yariv","E Snowberg, L Yariv - American Economic Review, 2021 - aeaweb.org",330,https://www.aeaweb.org/articles?id=10.1257/aer.20181065,False,high,No replication signals found in title or abstract.
1166,Economic impacts of tipping points in the climate system,2021,"J Rising, T Stoerk, G Wagner","S Dietz, J Rising, T Stoerk, G Wagner - Proceedings of the National …, 2021 - pnas.org",226,https://www.pnas.org/doi/abs/10.1073/pnas.2103081118,False,high,No replication signals found in title or abstract.
1167,The role of parallel trends in event study settings: An application to environmental economics,2021,"M Marcus, PHC Sant'Anna","M Marcus, PHC Sant'Anna - … and Resource Economists, 2021 - journals.uchicago.edu",217,https://www.journals.uchicago.edu/doi/abs/10.1086/711509,True,high,Abstract has strong replication signal. (a_strong=1)
1168,Can policy change culture? Government pension plans and traditional kinship practices,2021,N Bau,"N Bau - American Economic Review, 2021 - aeaweb.org",205,https://www.aeaweb.org/articles?id=10.1257/aer.20190098,False,high,No replication signals found in title or abstract.
1169,Measuring global economic activity,2021,JD Hamilton,"JD Hamilton - Journal of Applied Econometrics, 2021 - Wiley Online Library",188,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2740,False,high,No replication signals found in title or abstract.
1170,Lean production and operational performance: The influence of organizational culture,2021,"R Hardcopf, R Shah","R Hardcopf, GJ Liu, R Shah - International Journal of Production Economics, 2021 - Elsevier",161,https://www.sciencedirect.com/science/article/pii/S0925527321000360,False,high,No replication signals found in title or abstract.
1171,How can we inspire nations of learners? An investigation of growth mindset and challenge-seeking in two countries.,2021,"M Rege, P Hanselman, IF Solli, CS Dweck","M Rege, P Hanselman, IF Solli, CS Dweck… - American …, 2021 - psycnet.apa.org",159,https://psycnet.apa.org/record/2020-84549-001,True,high,Abstract has strong replication signal. (a_strong=1)
1172,Achieving statistical significance with control variables and without transparency,2021,"GS Lenz, A Sahn","GS Lenz, A Sahn - Political Analysis, 2021 - cambridge.org",154,https://www.cambridge.org/core/journals/political-analysis/article/achieving-statistical-significance-with-control-variables-and-without-transparency/1E867C357835019E0C9322B918414045,False,high,No replication signals found in title or abstract.
1173,Gender roles produce divergent economic expectations,2021,"F D'Acunto, U Malmendier, M Weber","F D'Acunto, U Malmendier, M Weber - Proceedings of the National …, 2021 - pnas.org",141,https://www.pnas.org/doi/abs/10.1073/pnas.2008534118,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
1174,Prospect theory in times of a pandemic: The effects of gain versus loss framing on risky choices and emotional responses during the 2020 coronavirus outbreak …,2021,M Hameleers,"M Hameleers - Mass Communication and Society, 2021 - Taylor & Francis",124,https://www.tandfonline.com/doi/abs/10.1080/15205436.2020.1870144,False,high,No replication signals found in title or abstract.
1175,Unemployment insurance generosity and aggregate employment,2021,"C Boone, A Dube, L Goodman, E Kaplan","C Boone, A Dube, L Goodman, E Kaplan - … Economic Journal: Economic …, 2021 - aeaweb.org",123,https://www.aeaweb.org/articles?id=10.1257/pol.20160613,True,high,Abstract has strong replication signal. (a_strong=1)
1176,"The economy, the news, and the public: A longitudinal study of the impact of economic news on economic evaluations and expectations",2021,"A Damstra, M Boukes","A Damstra, M Boukes - Communication Research, 2021 - journals.sagepub.com",119,https://journals.sagepub.com/doi/abs/10.1177/0093650217750971,True,high,Abstract has strong replication signal. (a_strong=1)
1177,"The Fed's response to economic news explains the"" Fed information effect""",2021,"MD Bauer, ET Swanson","MD Bauer, ET Swanson - 2021 - econstor.eu",118,https://www.econstor.eu/handle/10419/232953,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
1178,Risk spillovers between cryptocurrencies and traditional currencies and gold under different global economic conditions,2021,"SH Hsu, C Sheu, J Yoon","SH Hsu, C Sheu, J Yoon - The North American Journal of Economics and …, 2021 - Elsevier",115,https://www.sciencedirect.com/science/article/pii/S1062940821000711,False,high,No replication signals found in title or abstract.
1179,Inflation and Bitcoin: A descriptive time-series analysis,2021,"BM Blau, TG Griffith","BM Blau, TG Griffith, RJ Whitby - Economics Letters, 2021 - Elsevier",110,https://www.sciencedirect.com/science/article/pii/S0165176521001257,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
1180,A test of Hofstede's model of culture following his own approach,2021,"M Minkov, A Kaasa","M Minkov, A Kaasa - Cross Cultural & Strategic Management, 2021 - emerald.com",108,https://www.emerald.com/insight/content/doi/10.1108/CCSM-05-2020-0120/full/html,True,high,Abstract has strong replication signal. (a_strong=1)
1181,"College majors, occupations, and the gender wage gap",2021,"CM Sloane, EG Hurst, DA Black","CM Sloane, EG Hurst, DA Black - Journal of Economic Perspectives, 2021 - aeaweb.org",104,https://www.aeaweb.org/articles?id=10.1257/jep.35.4.223,False,high,No replication signals found in title or abstract.
1182,Global factor premiums,2021,"G Baltussen, L Swinkels, P Van Vliet","G Baltussen, L Swinkels, P Van Vliet - Journal of Financial Economics, 2021 - Elsevier",103,https://www.sciencedirect.com/science/article/pii/S0304405X21003007,True,high,Abstract has strong replication signal. (a_strong=1)
1183,Rising inequality as a threat to the liberal international order,2021,TM Flaherty,"TM Flaherty, R Rogowski - International Organization, 2021 - cambridge.org",99,https://www.cambridge.org/core/journals/international-organization/article/rising-inequality-as-a-threat-to-the-liberal-international-order/4CDE05DEB3AB076CE338E1AA4A9C8087,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
1184,Taxes and economic growth in OECD countries: A meta-analysis,2021,WR Reed,"N Alinaghi, WR Reed - Public Finance Review, 2021 - journals.sagepub.com",98,https://journals.sagepub.com/doi/abs/10.1177/1091142120961775,False,high,No replication signals found in title or abstract.
1185,A test of the revised Minkov-Hofstede model of culture: Mirror images of subjective and objective culture across nations and the 50 US states,2021,"M Minkov, A Kaasa","M Minkov, A Kaasa - Cross-Cultural Research, 2021 - journals.sagepub.com",91,https://journals.sagepub.com/doi/abs/10.1177/10693971211014468,False,high,No replication signals found in title or abstract.
1186,Fiscal consolidation programs and income inequality,2021,"P Brinca, MH Ferreira, F Franco","P Brinca, MH Ferreira, F Franco… - … Economic Review, 2021 - Wiley Online Library",90,https://onlinelibrary.wiley.com/doi/abs/10.1111/iere.12482,True,high,Abstract has strong replication signal. (a_strong=1)
1187,The experimenters' dilemma: inferential preferences over populations,2021,"N Gupta, L Rigotti, A Wilson","N Gupta, L Rigotti, A Wilson - arXiv preprint arXiv:2107.05064, 2021 - arxiv.org",89,https://arxiv.org/abs/2107.05064,False,high,No replication signals found in title or abstract.
1188,An empirical dynamic model of trade with consumer accumulation,2021,,"P Piveteau - American Economic Journal: Microeconomics, 2021 - aeaweb.org",77,https://www.aeaweb.org/articles?id=10.1257/mic.20190051,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
